ID,Weight,Nested,Procedure,SlideImage,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16
18,1,,SlideProc,block 1 matrix 19.bmp,DI_4M,DI_8M,DI_7M,NE_2F,NE_2M,DI_4F,NE_6F,NE_6M,DI_5M,DI_8F,NE_1F,NE_7F,NE_1M,DI_3M,DI_3F,NE_5F
19,1,,SlideProc,block 1 matrix 20.bmp,NE_8F,DI_6F,NE_5M,DI_1M,NE_6M,NE_1F,DI_4F,NE_5F,NE_2F,NE_8M,DI_3F,DI_2M,DI_7F,DI_4M,NE_7M,DI_3M
20,1,,SlideProc,block 1 matrix 21.bmp,DI_7M,NE_4M,DI_2F,NE_4F,NE_7F,DI_6F,DI_5F,DI_6M,NE_8M,NE_5M,NE_8F,NE_1M,DI_3M,DI_3F,NE_2M,DI_1F
21,1,,SlideProc,block 1 matrix 22.bmp,NE_6F,DI_5F,NE_7M,DI_4M,NE_3F,DI_1M,DI_2M,NE_8F,DI_7F,NE_4F,NE_3M,DI_6M,DI_1F,DI_8M,NE_2F,NE_5M
22,1,,SlideProc,block 1 matrix 23.bmp,NE_3F,NE_2M,DI_3M,DI_1F,DI_1M,DI_6M,NE_5M,DI_6F,NE_7F,DI_4M,NE_5F,DI_8F,DI_2F,NE_7M,NE_4F,NE_8M
23,1,,SlideProc,block 1 matrix 24.bmp,NE_4F,DI_2M,NE_3F,NE_7F,NE_5F,DI_8F,DI_7M,DI_5M,NE_4M,NE_6M,NE_8M,DI_1F,NE_2F,DI_1M,DI_6F,DI_3M
24,1,,SlideProc,block 1 matrix 25.bmp,NE_8F,NE_5M,DI_1F,NE_6M,NE_5F,DI_2F,NE_4M,DI_4F,DI_7F,NE_1M,DI_8M,DI_3M,NE_2M,DI_7M,NE_6F,DI_3F
25,1,,SlideProc,block 1 matrix 26.bmp,NE_7F,NE_6M,DI_1M,DI_8M,NE_5F,NE_3M,NE_7M,NE_4M,DI_4F,DI_1F,DI_2F,NE_5M,DI_3F,NE_8F,DI_6F,DI_2M
26,1,,SlideProc,block 1 matrix 27.bmp,DI_4F,NE_3F,NE_1M,DI_7F,NE_4M,DI_3M,NE_8F,NE_2M,DI_5M,DI_2F,NE_6M,DI_5F,DI_6F,DI_7M,NE_8M,NE_1F
27,1,,SlideProc,block 1 matrix 28.bmp,DI_2F,NE_2M,DI_7F,DI_1M,NE_1F,NE_5F,DI_3M,DI_8M,DI_3F,DI_5M,NE_6F,NE_4F,NE_8F,NE_4M,NE_7M,DI_6M
28,1,,SlideProc,block 1 matrix 29.bmp,DI_3M,NE_8M,NE_6F,DI_3F,NE_1F,DI_2F,NE_6M,DI_4M,NE_1M,NE_7F,DI_8F,DI_5M,NE_2M,DI_5F,DI_7M,NE_4F
29,1,,SlideProc,block 1 matrix 30.bmp,NE_6M,NE_3F,DI_4F,NE_2M,DI_6F,DI_7M,NE_3M,DI_4M,DI_7F,DI_8F,NE_5F,NE_2F,NE_1M,NE_1F,DI_5M,DI_8M
