TimeStamp,expName,SubjectID,Session,Event
08-04-2021 16:54:27,MemoryParadigm,1,1,Test:7 of 24 (Try #0) 0 started,
08-04-2021 16:54:27,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:27,MemoryParadigm,1,1,Test:7 of 24Try #0 0 ended,
08-04-2021 16:54:28,MemoryParadigm,1,1,Test:8 of 24 (Try #0) 0 started,
08-04-2021 16:54:28,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:28,MemoryParadigm,1,1,Test:8 of 24Try #0 0 ended,
08-04-2021 16:54:28,MemoryParadigm,1,1,Test:9 of 24 (Try #0) 0 started,
08-04-2021 16:54:28,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:28,MemoryParadigm,1,1,Test:9 of 24Try #0 0 ended,
08-04-2021 16:54:29,MemoryParadigm,1,1,Test:10 of 24 (Try #0) 0 started,
08-04-2021 16:54:29,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:29,MemoryParadigm,1,1,Test:10 of 24Try #0 0 ended,
08-04-2021 16:54:30,MemoryParadigm,1,1,Test:11 of 24 (Try #0) 0 started,
08-04-2021 16:54:30,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:30,MemoryParadigm,1,1,Test:11 of 24Try #0 0 ended,
08-04-2021 16:54:30,MemoryParadigm,1,1,Test:12 of 24 (Try #0) 0 started,
08-04-2021 16:54:30,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:30,MemoryParadigm,1,1,Test:12 of 24Try #0 0 ended,
08-04-2021 16:54:31,MemoryParadigm,1,1,Test:13 of 24 (Try #0) 0 started,
08-04-2021 16:54:31,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:31,MemoryParadigm,1,1,Test:13 of 24Try #0 0 ended,
08-04-2021 16:54:32,MemoryParadigm,1,1,Test:14 of 24 (Try #0) 0 started,
08-04-2021 16:54:32,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:32,MemoryParadigm,1,1,Test:14 of 24Try #0 0 ended,
08-04-2021 16:54:32,MemoryParadigm,1,1,Test:15 of 24 (Try #0) 0 started,
08-04-2021 16:54:33,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:33,MemoryParadigm,1,1,Test:15 of 24Try #0 0 ended,
08-04-2021 16:54:33,MemoryParadigm,1,1,Test:16 of 24 (Try #0) 0 started,
08-04-2021 16:54:33,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:33,MemoryParadigm,1,1,Test:16 of 24Try #0 0 ended,
08-04-2021 16:54:34,MemoryParadigm,1,1,Test:17 of 24 (Try #0) 0 started,
08-04-2021 16:54:34,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:34,MemoryParadigm,1,1,Test:17 of 24Try #0 0 ended,
08-04-2021 16:54:34,MemoryParadigm,1,1,Test:18 of 24 (Try #0) 0 started,
08-04-2021 16:54:35,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:35,MemoryParadigm,1,1,Test:18 of 24Try #0 0 ended,
08-04-2021 16:54:35,MemoryParadigm,1,1,Test:19 of 24 (Try #0) 0 started,
08-04-2021 16:54:35,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:35,MemoryParadigm,1,1,Test:19 of 24Try #0 0 ended,
08-04-2021 16:54:36,MemoryParadigm,1,1,Test:20 of 24 (Try #0) 0 started,
08-04-2021 16:54:36,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:36,MemoryParadigm,1,1,Test:20 of 24Try #0 0 ended,
08-04-2021 16:54:37,MemoryParadigm,1,1,Test:21 of 24 (Try #0) 0 started,
08-04-2021 16:54:37,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:37,MemoryParadigm,1,1,Test:21 of 24Try #0 0 ended,
08-04-2021 16:54:37,MemoryParadigm,1,1,Test:22 of 24 (Try #0) 0 started,
08-04-2021 16:54:37,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:37,MemoryParadigm,1,1,Test:22 of 24Try #0 0 ended,
08-04-2021 16:54:38,MemoryParadigm,1,1,Test:23 of 24 (Try #0) 0 started,
08-04-2021 16:54:38,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:38,MemoryParadigm,1,1,Test:23 of 24Try #0 0 ended,
08-04-2021 16:54:39,MemoryParadigm,1,1,Test:24 of 24 (Try #0) 0 started,
08-04-2021 16:54:39,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 16:54:39,MemoryParadigm,1,1,Test:24 of 24Try #0 0 ended,
